		清单数据仅供参考，最终的话费总额请以账单为准
序号	通话地	通话类型	对方号码	开始时间	通话时长	移动话费	长途话费
312	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-06 13:02:50	111	0.00	0.00
313	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-06 15:48:42	23	0.00	0.00
314	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-06 15:48:42	29	0.00	0.00
315	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-06 16:43:21	5	0.00	0.00
316	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-06 16:43:21	5	0.00	0.00
317	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-06 17:09:15	17	0.00	0.00
318	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-06 17:09:15	17	0.00	0.00
319	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-06 17:44:31	16	0.00	0.00
320	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-06 17:44:31	21	0.00	0.00
321	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-06 19:37:09	102	0.00	0.00
322	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-06 19:37:09	84	0.00	0.00
323	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-07 00:07:09	368	0.00	0.00
324	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-07 00:07:09	410	0.00	0.00
325	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-07 09:03:32	14	0.00	0.00
326	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-07 09:03:32	11	0.00	0.00
327	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-07 11:27:47	129	0.00	0.00
328	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-07 11:27:47	135	0.00	0.00
329	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-07 12:35:06	563	0.00	0.00
330	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-07 12:35:06	470	0.00	0.00
331	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-07 17:06:44	13	0.00	0.00
332	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-07 17:06:44	14	0.00	0.00
333	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-07 19:04:48	50	0.00	0.00
334	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-07 19:04:48	75	0.00	0.00
335	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-07 19:55:33	975	0.00	0.00
336	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-07 19:55:33	2309	0.00	0.00
337	揭阳	普通短信发（短信呼叫）	15815144422	2013-09-07 21:23:41	0	0.15	0.00
338	揭阳	普通短信发（短信呼叫）	13695126262	2013-09-07 21:23:50	0	0.15	0.00
339	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-08 00:25:33	608	0.00	0.00
340	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-08 00:25:33	636	0.00	0.00
341	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-08 10:25:33	54	0.00	0.00
342	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-08 10:25:33	85	0.00	0.00
343	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-08 15:54:16	69	0.00	0.00
344	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-08 15:54:16	91	0.00	0.00
345	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-08 19:40:08	104	0.00	0.00
346	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-08 19:40:08	119	0.00	0.00
347	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-09 00:10:08	121	0.00	0.00
348	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-09 00:10:08	157	0.00	0.00
349	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-09 11:51:33	15	0.00	0.00
350	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-09 11:51:33	23	0.00	0.00
351	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-09 14:41:18	25	0.00	0.00
352	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-09 14:41:18	28	0.00	0.00
353	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-09 14:54:35	243	0.00	0.00
354	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-09 14:54:35	253	0.00	0.00
355	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-09 17:49:21	11	0.00	0.00
356	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-09 17:49:21	12	0.00	0.00
357	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-09 20:00:57	91	0.00	0.00
358	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-09 20:00:57	110	0.00	0.00
359	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-10 00:00:57	631	0.00	0.00
360	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-10 00:00:57	641	0.00	0.00
361	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-10 09:17:05	8	0.00	0.00
362	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-10 09:17:05	12	0.00	0.00
363	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-10 11:43:31	18	0.00	0.00
364	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-10 11:43:31	26	0.00	0.00
365	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-10 14:37:23	15	0.00	0.00
366	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-10 14:37:23	21	0.00	0.00
367	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-10 14:48:10	27	0.00	0.00
368	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-10 14:48:10	23	0.00	0.00
369	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-10 17:20:38	54	0.00	0.00
370	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-10 17:20:38	116	0.00	0.00
371	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-10 19:25:01	106	0.00	0.00
372	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-10 19:25:01	177	0.00	0.00
373	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-10 20:27:17	305	0.00	0.00
374	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-10 20:27:17	562	0.00	0.00
375	揭阳	普通短信发（短信呼叫）	13695126262	2013-09-10 21:06:19	0	0.15	0.00
376	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-11 00:27:17	111	0.00	0.00
377	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-11 00:27:17	157	0.00	0.00
378	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-11 08:45:35	113	0.00	0.00
379	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-11 08:45:35	109	0.00	0.00
380	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-11 09:44:05	1	0.00	0.00
381	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-11 11:45:08	8	0.00	0.00
382	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-11 11:45:08	17	0.00	0.00
383	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-11 14:02:38	15	0.00	0.00
384	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-11 14:02:38	21	0.00	0.00
385	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-11 15:44:06	1	0.00	0.00
386	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-11 16:32:18	17	0.00	0.00
387	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-11 16:32:18	18	0.00	0.00
388	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-11 17:46:28	49	0.00	0.00
389	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-11 17:46:28	55	0.00	0.00
390	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-11 19:01:19	393	0.00	0.00
391	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-11 19:01:19	837	0.00	0.00
392	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-12 00:01:19	380	0.00	0.00
393	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-12 00:01:19	406	0.00	0.00
394	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-12 09:02:01	13	0.00	0.00
395	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-12 09:02:01	14	0.00	0.00
396	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-12 11:30:25	15	0.00	0.00
397	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-12 11:30:25	25	0.00	0.00
398	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-12 13:29:12	17	0.00	0.00
399	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-12 13:29:12	23	0.00	0.00
400	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-12 14:21:50	13	0.00	0.00
401	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-12 14:21:50	14	0.00	0.00
402	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-12 16:47:41	27	0.00	0.00
403	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-12 16:47:41	29	0.00	0.00
404	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-12 17:52:00	11	0.00	0.00
405	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-12 17:52:00	19	0.00	0.00
406	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-12 18:52:00	789	0.00	0.00
407	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-12 18:52:00	1133	0.00	0.00
408	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-13 00:22:00	247	0.00	0.00
409	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-13 00:22:00	276	0.00	0.00
410	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-13 09:31:32	15	0.00	0.00
411	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-13 09:31:32	26	0.00	0.00
412	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-13 11:07:43	157	0.00	0.00
413	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-13 11:07:43	151	0.00	0.00
414	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-13 14:24:42	26	0.00	0.00
415	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-13 14:24:42	32	0.00	0.00
416	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-13 14:53:51	3	0.00	0.00
417	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-13 14:53:51	4	0.00	0.00
418	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-13 16:32:17	114	0.00	0.00
419	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-13 16:32:17	94	0.00	0.00
420	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-13 19:19:07	343	0.00	0.00
421	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-13 19:19:07	847	0.00	0.00
422	揭阳	普通短信发（短信呼叫）	13592902345	2013-09-13 21:17:51	0	0.15	0.00
423	揭阳	普通短信发（短信呼叫）	13592902345	2013-09-13 21:23:53	0	0.15	0.00
424	揭阳	普通短信发（短信呼叫）	13592902345	2013-09-13 21:29:05	0	0.15	0.00
425	揭阳	普通短信发（短信呼叫）	13592902345	2013-09-13 21:36:34	0	0.15	0.00
426	揭阳	普通短信发（短信呼叫）	13592902345	2013-09-13 21:45:31	0	0.15	0.00
427	揭阳	普通短信发（短信呼叫）	13592902345	2013-09-13 21:53:25	0	0.15	0.00
428	揭阳	普通短信发（短信呼叫）	13592902345	2013-09-13 21:57:53	0	0.15	0.00
429	揭阳	普通短信发（短信呼叫）	13592902345	2013-09-13 21:59:56	0	0.15	0.00
430	揭阳	普通短信发（短信呼叫）	13592902345	2013-09-13 22:01:39	0	0.15	0.00
431	揭阳	普通短信发（短信呼叫）	13592902345	2013-09-13 22:04:20	0	0.15	0.00
432	揭阳	普通短信发（短信呼叫）	13592902345	2013-09-13 22:10:16	0	0.15	0.00
433	揭阳	普通短信发（短信呼叫）	13592902345	2013-09-13 22:16:19	0	0.15	0.00
434	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-14 00:19:07	141	0.00	0.00
435	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-14 00:19:07	159	0.00	0.00
436	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-14 11:18:16	28	0.00	0.00
437	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-14 11:18:16	38	0.00	0.00
438	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-14 14:27:59	29	0.00	0.00
439	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-14 14:27:59	39	0.00	0.00
440	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-14 15:29:13	89	0.00	0.00
441	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-14 15:29:13	106	0.00	0.00
442	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-14 19:02:44	727	0.00	0.00
443	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-14 19:02:44	944	0.00	0.00
444	揭阳	普通短信发（短信呼叫）	13695126262	2013-09-14 21:07:03	0	0.15	0.00
445	揭阳	普通短信发（短信呼叫）	15815144422	2013-09-14 21:07:20	0	0.15	0.00
446	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-15 00:02:44	608	0.00	0.00
447	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-15 00:02:44	628	0.00	0.00
448	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-15 14:00:54	225	0.00	0.00
449	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-15 14:00:54	257	0.00	0.00
450	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-15 19:06:53	836	0.00	0.00
451	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-15 19:06:53	3166	0.00	0.00
452	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-16 00:06:53	122	0.00	0.00
453	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-16 00:06:53	185	0.00	0.00
454	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-16 11:28:20	18	0.00	0.00
455	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-16 11:28:20	28	0.00	0.00
456	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-16 14:16:38	15	0.00	0.00
457	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-16 14:16:38	21	0.00	0.00
458	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-16 14:27:11	150	0.00	0.00
459	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-16 14:27:11	139	0.00	0.00
460	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-16 17:38:41	12	0.00	0.00
461	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-16 17:38:41	16	0.00	0.00
462	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-16 19:14:36	257	0.00	0.00
463	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-16 19:14:36	288	0.00	0.00
464	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-17 00:14:36	29	0.00	0.00
465	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-17 00:14:36	52	0.00	0.00
466	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-17 02:48:36	100	0.00	0.00
467	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-17 02:48:36	146	0.00	0.00
468	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-17 08:34:24	9	0.00	0.00
469	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-17 08:34:24	12	0.00	0.00
470	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-17 11:29:38	11	0.00	0.00
471	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-17 11:29:38	18	0.00	0.00
472	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-17 14:49:37	69	0.00	0.00
473	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-17 14:49:37	89	0.00	0.00
474	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-17 22:05:24	66	0.00	0.00
475	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-17 22:05:24	96	0.00	0.00
476	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-18 00:05:24	112	0.00	0.00
477	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-18 00:05:24	182	0.00	0.00
478	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-18 11:18:21	37	0.00	0.00
479	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-18 11:18:21	37	0.00	0.00
480	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-18 13:08:58	79	0.00	0.00
481	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-18 13:08:58	68	0.00	0.00
482	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-18 14:47:30	10	0.00	0.00
483	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-18 14:47:30	13	0.00	0.00
484	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-18 16:10:38	25	0.00	0.00
485	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-18 16:10:38	32	0.00	0.00
486	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-18 16:48:00	194	0.00	0.00
487	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-18 16:48:00	252	0.00	0.00
488	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-19 00:21:56	81	0.00	0.00
489	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-19 00:21:56	3328	0.00	0.00
490	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-19 09:26:52	32	0.00	0.00
491	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-19 09:26:52	41	0.00	0.00
492	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-19 10:26:52	33	0.00	0.00
493	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-19 10:26:52	40	0.00	0.00
494	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-19 16:15:12	266	0.00	0.00
495	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-19 16:15:12	289	0.00	0.00
496	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-20 09:47:00	23	0.00	0.00
497	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-20 09:47:00	32	0.00	0.00
498	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-20 10:17:00	203	0.00	0.00
499	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-20 10:17:00	291	0.00	0.00
500	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-20 17:13:33	579	0.00	0.00
501	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-20 17:13:33	630	0.00	0.00
502	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-21 14:06:17	8	0.00	0.00
503	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-21 14:06:17	19	0.00	0.00
504	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-21 14:08:59	290	0.00	0.00
505	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-21 14:08:59	303	0.00	0.00
506	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-21 18:30:03	336	0.00	0.00
507	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-21 18:30:03	643	0.00	0.00
508	揭阳	普通短信发（短信呼叫）	13695126262	2013-09-21 20:34:41	0	0.15	0.00
509	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-22 00:00:03	243	0.00	0.00
510	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-22 00:00:03	277	0.00	0.00
511	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-22 09:19:35	52	0.00	0.00
512	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-22 09:19:35	64	0.00	0.00
513	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-22 12:11:53	11	0.00	0.00
514	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-22 12:11:53	19	0.00	0.00
515	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-22 17:44:00	641	0.00	0.00
516	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-22 17:44:00	393	0.00	0.00
517	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-23 00:14:00	462	0.00	0.00
518	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-23 00:14:00	452	0.00	0.00
519	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-23 10:19:06	45	0.00	0.00
520	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-23 10:19:06	56	0.00	0.00
521	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-23 11:42:21	174	0.00	0.00
522	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-23 11:42:21	196	0.00	0.00
523	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-23 19:22:58	574	0.00	0.00
524	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-23 19:22:58	1313	0.00	0.00
525	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-24 00:22:58	135	0.00	0.00
526	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-24 00:22:58	172	0.00	0.00
527	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-24 09:30:34	16	0.00	0.00
528	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-24 09:30:34	30	0.00	0.00
529	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-24 11:14:58	21	0.00	0.00
530	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-24 11:14:58	29	0.00	0.00
531	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-24 14:41:18	18	0.00	0.00
532	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-24 14:41:18	23	0.00	0.00
533	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-24 15:32:45	80	0.00	0.00
534	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-24 15:32:45	88	0.00	0.00
535	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-24 18:52:49	498	0.00	0.00
536	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-24 18:52:49	654	0.00	0.00
537	省内	GPRS下行(流量合计)	00000000001	2013-09-24 19:52:49	0	1.00	0.00
538	揭阳	普通短信发（短信呼叫）	13695126262	2013-09-24 21:01:54	0	0.15	0.00
539	省内	GPRS下行(流量合计)	00000000001	2013-09-24 23:22:49	0	1.00	0.00
540	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-25 00:22:49	140	0.00	0.00
541	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-25 00:22:49	159	0.00	0.00
542	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-25 09:14:17	8	0.00	0.00
543	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-25 09:14:17	4	0.00	0.00
544	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-25 11:40:38	12	0.00	0.00
545	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-25 11:40:38	14	0.00	0.00
546	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-25 11:50:49	253	0.00	0.00
547	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-25 11:50:49	191	0.00	0.00
548	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-25 15:29:36	7	0.00	0.00
549	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-25 15:29:36	11	0.00	0.00
550	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-25 17:08:38	17	0.00	0.00
551	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-25 17:08:38	22	0.00	0.00
552	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-25 17:46:16	11	0.00	0.00
553	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-25 17:46:16	13	0.00	0.00
554	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-25 18:59:54	164	0.00	0.00
555	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-25 18:59:54	214	0.00	0.00
556	省内	GPRS下行(流量合计)	00000000001	2013-09-25 20:59:54	0	1.00	0.00
557	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-26 00:29:54	462	0.00	0.00
558	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-26 00:29:54	480	0.00	0.00
559	省内	GPRS下行(流量合计)	00000000001	2013-09-26 04:29:54	0	1.00	0.00
560	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-26 09:04:46	13	0.00	0.00
561	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-26 09:04:46	13	0.00	0.00
562	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-26 10:55:15	33	0.00	0.00
563	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-26 10:55:15	39	0.00	0.00
564	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-26 13:26:35	18	0.00	0.00
565	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-26 13:26:35	10	0.00	0.00
566	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-26 15:58:43	59	0.00	0.00
567	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-26 15:58:43	66	0.00	0.00
568	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-26 17:36:27	16	0.00	0.00
569	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-26 17:36:27	14	0.00	0.00
570	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-26 18:56:18	1582	0.00	0.00
571	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-26 18:56:18	1470	0.00	0.00
572	省内	GPRS下行(流量合计)	00000000001	2013-09-26 19:56:18	0	1.00	0.00
573	省内	GPRS下行(流量合计)	00000000001	2013-09-26 21:26:18	0	1.00	0.00
574	省内	GPRS下行(流量合计)	00000000001	2013-09-26 23:26:18	0	1.00	0.00
575	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-27 00:26:18	5	0.00	0.00
576	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-27 00:26:18	8	0.00	0.00
577	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-27 00:31:52	453	0.00	0.00
578	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-27 00:31:52	693	0.00	0.00
579	省内	GPRS下行(流量合计)	00000000001	2013-09-27 05:01:52	0	1.00	0.00
580	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-27 09:52:09	14	0.00	0.00
581	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-27 09:52:09	10	0.00	0.00
582	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-27 10:01:18	37	0.00	0.00
583	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-27 10:01:18	38	0.00	0.00
584	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-27 11:09:33	27	0.00	0.00
585	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-27 11:09:33	37	0.00	0.00
586	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-27 13:37:20	36	0.00	0.00
587	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-27 13:37:20	29	0.00	0.00
588	省内	移动上网(GPRS上行一般业务)	00000000001	2013-09-27 14:30:36	227	0.00	0.00
589	省内	移动上网(GPRS下行一般业务)	00000000001	2013-09-27 14:30:36	208	0.00	0.00
590	省内	GPRS下行(流量合计)	00000000001	2013-09-27 15:30:36	0	1.00	0.00
