		清单数据仅供参考，最终的话费总额请以账单为准
序号	通话地	通话类型	对方号码	开始时间	通话时长	移动话费	长途话费
326	揭阳	被叫	15815144422	2013-10-31 22:44:24	0:0:55	0.00	0.00
327	揭阳	被叫	15815144422	2013-10-31 22:50:47	0:2:25	0.00	0.00
328	费用合计					47.24	28.22
329	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-01 00:24:23	827	0.00	0.00
330	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-01 00:24:23	334	0.00	0.00
331	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-01 09:53:42	10	0.00	0.00
332	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-01 09:53:42	13	0.00	0.00
333	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-01 10:25:35	227	0.00	0.00
334	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-01 10:25:35	224	0.00	0.00
335	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-01 13:10:34	451	0.00	0.00
336	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-01 13:10:34	623	0.00	0.00
337	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-01 17:12:46	131	0.00	0.00
338	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-01 17:12:46	130	0.00	0.00
339	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-01 19:58:14	704	0.00	0.00
340	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-01 19:58:14	1746	0.00	0.00
341	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-02 00:28:14	343	0.00	0.00
342	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-02 00:28:14	368	0.00	0.00
343	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-02 10:56:46	10	0.00	0.00
344	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-02 10:56:46	17	0.00	0.00
345	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-02 11:27:44	11	0.00	0.00
346	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-02 11:27:44	13	0.00	0.00
347	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-02 13:10:12	5	0.00	0.00
348	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-02 13:10:12	13	0.00	0.00
349	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-02 13:11:41	29	0.00	0.00
350	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-02 13:11:41	23	0.00	0.00
351	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-02 13:50:21	1	0.00	0.00
352	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-02 13:50:21	1	0.00	0.00
353	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-02 13:55:32	5	0.00	0.00
354	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-02 13:55:32	9	0.00	0.00
355	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-02 13:57:10	10	0.00	0.00
356	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-02 13:57:10	6	0.00	0.00
357	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-02 13:59:41	2	0.00	0.00
358	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-02 13:59:41	2	0.00	0.00
359	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-02 14:00:12	176	0.00	0.00
360	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-02 14:00:12	177	0.00	0.00
361	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-02 15:59:54	9	0.00	0.00
362	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-02 15:59:54	6	0.00	0.00
363	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-02 16:04:00	33	0.00	0.00
364	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-02 16:04:00	37	0.00	0.00
365	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-02 16:53:26	3	0.00	0.00
366	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-02 16:53:26	7	0.00	0.00
367	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-02 16:56:26	10	0.00	0.00
368	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-02 16:56:26	17	0.00	0.00
369	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-02 17:21:37	4	0.00	0.00
370	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-02 17:21:37	8	0.00	0.00
371	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-02 17:30:06	16	0.00	0.00
372	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-02 17:30:06	9	0.00	0.00
373	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-02 19:07:56	287	0.00	0.00
374	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-02 19:07:56	772	0.00	0.00
375	揭阳	普通短信发（短信呼叫）	13682792929	2013-10-02 21:57:37	0	0.15	0.00
376	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-03 00:07:56	170	0.00	0.00
377	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-03 00:07:56	173	0.00	0.00
378	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-03 09:36:28	7	0.00	0.00
379	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-03 09:36:28	10	0.00	0.00
380	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-03 11:14:13	14	0.00	0.00
381	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-03 11:14:13	20	0.00	0.00
382	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-03 11:57:10	6	0.00	0.00
383	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-03 11:57:10	5	0.00	0.00
384	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-03 13:19:05	177	0.00	0.00
385	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-03 13:19:05	193	0.00	0.00
386	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-03 19:00:30	607	0.00	0.00
387	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-03 19:00:30	359	0.00	0.00
388	揭阳	普通短信发（短信呼叫）	8618927056610	2013-10-03 21:43:02	0	0.15	0.00
389	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-04 00:00:30	405	0.00	0.00
390	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-04 00:00:30	782	0.00	0.00
391	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-04 11:08:03	16	0.00	0.00
392	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-04 11:08:03	22	0.00	0.00
393	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-04 13:27:32	47	0.00	0.00
394	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-04 13:27:32	61	0.00	0.00
395	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-04 15:49:10	1	0.00	0.00
396	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-04 16:47:56	29	0.00	0.00
397	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-04 16:47:56	39	0.00	0.00
398	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-04 20:19:14	154	0.00	0.00
399	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-04 20:19:14	287	0.00	0.00
400	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-05 00:19:14	184	0.00	0.00
401	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-05 00:19:14	204	0.00	0.00
402	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-05 09:29:22	12	0.00	0.00
403	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-05 09:29:22	24	0.00	0.00
404	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-05 11:49:42	5	0.00	0.00
405	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-05 11:49:42	10	0.00	0.00
406	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-05 11:52:31	7	0.00	0.00
407	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-05 11:52:31	12	0.00	0.00
408	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-05 12:55:24	310	0.00	0.00
409	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-05 12:55:24	132	0.00	0.00
410	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-05 16:04:20	27	0.00	0.00
411	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-05 16:04:20	47	0.00	0.00
412	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-05 19:13:24	424	0.00	0.00
413	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-05 19:13:24	272	0.00	0.00
414	揭阳	普通短信发（短信呼叫）	15815144422	2013-10-05 21:09:15	0	0.15	0.00
415	揭阳	普通短信发（短信呼叫）	15815144422	2013-10-05 21:09:18	0	0.15	0.00
416	揭阳	普通短信发（短信呼叫）	13695126262	2013-10-05 21:09:26	0	0.15	0.00
417	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-06 00:13:24	194	0.00	0.00
418	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-06 00:13:24	259	0.00	0.00
419	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-06 10:13:24	14	0.00	0.00
420	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-06 10:13:24	12	0.00	0.00
421	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-06 10:30:15	6	0.00	0.00
422	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-06 10:30:15	11	0.00	0.00
423	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-06 11:16:05	7	0.00	0.00
424	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-06 11:16:05	12	0.00	0.00
425	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-06 12:59:32	331	0.00	0.00
426	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-06 12:59:32	750	0.00	0.00
427	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-06 16:33:43	5	0.00	0.00
428	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-06 16:33:43	5	0.00	0.00
429	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-06 17:10:12	7	0.00	0.00
430	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-06 17:10:12	11	0.00	0.00
431	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-06 17:12:05	17	0.00	0.00
432	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-06 17:12:05	17	0.00	0.00
433	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-06 17:30:08	5	0.00	0.00
434	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-06 17:30:08	8	0.00	0.00
435	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-06 19:11:24	218	0.00	0.00
436	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-06 19:11:24	1170	0.00	0.00
437	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-07 00:11:24	338	0.00	0.00
438	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-07 00:11:24	355	0.00	0.00
439	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-07 09:28:46	8	0.00	0.00
440	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-07 09:28:46	11	0.00	0.00
441	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-07 11:28:17	16	0.00	0.00
442	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-07 11:28:17	24	0.00	0.00
443	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-07 12:48:17	280	0.00	0.00
444	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-07 12:48:17	292	0.00	0.00
445	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-07 16:43:43	12	0.00	0.00
446	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-07 16:43:43	19	0.00	0.00
447	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-07 19:02:46	482	0.00	0.00
448	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-07 19:02:46	1137	0.00	0.00
449	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-08 00:02:46	183	0.00	0.00
450	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-08 00:02:46	349	0.00	0.00
451	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-08 09:28:27	8	0.00	0.00
452	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-08 09:28:27	11	0.00	0.00
453	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-08 11:31:00	15	0.00	0.00
454	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-08 11:31:00	19	0.00	0.00
455	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-08 13:22:01	82	0.00	0.00
456	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-08 13:22:01	94	0.00	0.00
457	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-08 16:51:17	13	0.00	0.00
458	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-08 16:51:17	23	0.00	0.00
459	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-08 17:09:37	6	0.00	0.00
460	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-08 17:09:37	10	0.00	0.00
461	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-08 17:19:54	18	0.00	0.00
462	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-08 17:19:54	22	0.00	0.00
463	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-08 19:08:42	270	0.00	0.00
464	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-08 19:08:42	426	0.00	0.00
465	揭阳	普通短信发（短信呼叫）	15815144422	2013-10-08 20:57:41	0	0.15	0.00
466	揭阳	普通短信发（短信呼叫）	13695126262	2013-10-08 20:58:17	0	0.15	0.00
467	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-08 21:59:18	999	0.00	0.00
468	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-08 21:59:18	554	0.00	0.00
469	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-09 00:29:18	587	0.00	0.00
470	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-09 00:29:18	875	0.00	0.00
471	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-09 09:07:41	14	0.00	0.00
472	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-09 09:07:41	16	0.00	0.00
473	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-09 11:28:14	13	0.00	0.00
474	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-09 11:28:14	19	0.00	0.00
475	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-09 13:03:35	72	0.00	0.00
476	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-09 13:03:35	55	0.00	0.00
477	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-09 16:42:21	16	0.00	0.00
478	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-09 16:42:21	17	0.00	0.00
479	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-09 17:34:08	8	0.00	0.00
480	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-09 17:34:08	7	0.00	0.00
481	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-09 18:50:34	410	0.00	0.00
482	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-09 18:50:34	534	0.00	0.00
483	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-10 00:20:34	216	0.00	0.00
484	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-10 00:20:34	386	0.00	0.00
485	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-10 09:12:57	11	0.00	0.00
486	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-10 09:12:57	14	0.00	0.00
487	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-10 11:12:40	17	0.00	0.00
488	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-10 11:12:40	23	0.00	0.00
489	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-10 11:17:51	19	0.00	0.00
490	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-10 11:17:51	18	0.00	0.00
491	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-10 14:17:12	15	0.00	0.00
492	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-10 14:17:12	20	0.00	0.00
493	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-10 14:29:39	63	0.00	0.00
494	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-10 14:29:39	77	0.00	0.00
495	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-10 17:06:44	18	0.00	0.00
496	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-10 17:06:44	22	0.00	0.00
497	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-10 17:42:41	12	0.00	0.00
498	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-10 17:42:41	14	0.00	0.00
499	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-10 18:50:19	501	0.00	0.00
500	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-10 18:50:19	457	0.00	0.00
501	揭阳	普通短信发（短信呼叫）	15815144422	2013-10-10 20:47:14	0	0.15	0.00
502	揭阳	普通短信发（短信呼叫）	15815144422	2013-10-10 20:47:18	0	0.15	0.00
503	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-10 22:22:49	69	0.00	0.00
504	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-10 22:22:49	95	0.00	0.00
505	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-11 00:22:49	686	0.00	0.00
506	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-11 00:22:49	3886	0.00	0.00
507	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-11 11:27:27	28	0.00	0.00
508	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-11 11:27:27	35	0.00	0.00
509	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-11 14:28:06	10	0.00	0.00
510	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-11 14:28:06	16	0.00	0.00
511	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-11 15:45:49	2	0.00	0.00
512	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-11 16:38:47	129	0.00	0.00
513	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-11 16:38:47	130	0.00	0.00
514	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-11 17:35:14	14	0.00	0.00
515	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-11 17:35:14	12	0.00	0.00
516	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-11 18:39:19	25	0.00	0.00
517	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-11 18:39:19	24	0.00	0.00
518	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-11 19:00:53	691	0.00	0.00
519	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-11 19:00:53	1369	0.00	0.00
520	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-12 00:00:53	633	0.00	0.00
521	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-12 00:00:53	325	0.00	0.00
522	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-12 12:01:23	15	0.00	0.00
523	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-12 12:01:23	23	0.00	0.00
524	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-12 12:19:23	140	0.00	0.00
525	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-12 12:19:23	449	0.00	0.00
526	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-12 13:31:36	87	0.00	0.00
527	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-12 13:31:36	51	0.00	0.00
528	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-12 19:15:41	14	0.00	0.00
529	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-12 19:15:41	6	0.00	0.00
530	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-12 19:33:06	167	0.00	0.00
531	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-12 19:33:06	206	0.00	0.00
532	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-13 00:03:06	856	0.00	0.00
533	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-13 00:03:06	141	0.00	0.00
534	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-13 10:03:07	9	0.00	0.00
535	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-13 10:03:07	8	0.00	0.00
536	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-13 13:18:51	14	0.00	0.00
537	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-13 13:18:51	8	0.00	0.00
538	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-13 13:28:48	57	0.00	0.00
539	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-13 13:28:48	69	0.00	0.00
540	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-13 15:11:15	12	0.00	0.00
541	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-13 15:11:15	4	0.00	0.00
542	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-13 15:12:17	27	0.00	0.00
543	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-13 15:12:17	47	0.00	0.00
544	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-13 18:48:36	870	0.00	0.00
545	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-13 18:48:36	1008	0.00	0.00
546	揭阳	普通短信发（短信呼叫）	13695126262	2013-10-13 21:10:17	0	0.15	0.00
547	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-14 00:18:36	834	0.00	0.00
548	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-14 00:18:36	761	0.00	0.00
549	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-14 09:13:17	8	0.00	0.00
550	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-14 09:13:17	11	0.00	0.00
551	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-14 11:17:17	12	0.00	0.00
552	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-14 11:17:17	16	0.00	0.00
553	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-14 12:04:24	8	0.00	0.00
554	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-14 12:04:24	8	0.00	0.00
555	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-14 13:01:51	30	0.00	0.00
556	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-14 13:01:51	45	0.00	0.00
557	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-14 14:46:55	16	0.00	0.00
558	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-14 14:46:55	7	0.00	0.00
559	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-14 15:40:25	17	0.00	0.00
560	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-14 15:40:25	13	0.00	0.00
561	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-14 16:16:07	11	0.00	0.00
562	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-14 16:16:07	18	0.00	0.00
563	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-14 17:10:33	7	0.00	0.00
564	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-14 17:10:33	10	0.00	0.00
565	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-14 17:42:38	8	0.00	0.00
566	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-14 17:42:38	17	0.00	0.00
567	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-14 19:04:35	122	0.00	0.00
568	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-14 19:04:35	147	0.00	0.00
569	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-15 00:04:35	148	0.00	0.00
570	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-15 00:04:35	486	0.00	0.00
571	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-15 11:50:36	31	0.00	0.00
572	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-15 11:50:36	11	0.00	0.00
573	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-15 14:17:59	8	0.00	0.00
574	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-15 14:17:59	20	0.00	0.00
575	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-15 16:39:46	10	0.00	0.00
576	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-15 16:39:46	15	0.00	0.00
577	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-15 17:14:03	124	0.00	0.00
578	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-15 17:14:03	122	0.00	0.00
579	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-15 18:36:56	569	0.00	0.00
580	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-15 18:36:56	483	0.00	0.00
581	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-16 00:06:56	243	0.00	0.00
582	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-16 00:06:56	365	0.00	0.00
583	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-16 02:33:11	514	0.00	0.00
584	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-16 02:33:11	537	0.00	0.00
585	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-16 11:33:14	9	0.00	0.00
586	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-16 11:33:14	17	0.00	0.00
587	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-16 12:51:16	442	0.00	0.00
588	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-16 12:51:16	799	0.00	0.00
589	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-17 00:21:16	441	0.00	0.00
590	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-17 00:21:16	158	0.00	0.00
591	揭阳	普通短信发（短信呼叫）	15815144422	2013-10-17 09:47:55	0	0.15	0.00
592	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-17 11:44:14	376	0.00	0.00
593	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-17 11:44:14	1805	0.00	0.00
594	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-17 16:27:39	1430	0.00	0.00
595	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-17 16:27:39	1275	0.00	0.00
596	揭阳	普通短信发（短信呼叫）	13695126262	2013-10-17 20:51:01	0	0.15	0.00
597	揭阳	普通短信发（短信呼叫）	15815144422	2013-10-17 20:52:14	0	0.15	0.00
598	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-18 00:27:39	194	0.00	0.00
599	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-18 00:27:39	718	0.00	0.00
600	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-18 11:12:30	143	0.00	0.00
601	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-18 11:12:30	130	0.00	0.00
602	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-18 16:40:07	2	0.00	0.00
603	省内	移动上网(GPRS下行一般业务)	00000000001	2013-10-18 16:40:07	2	0.00	0.00
604	省内	移动上网(GPRS上行一般业务)	00000000001	2013-10-18 16:40:49	7	0.00	0.00
