		清单数据仅供参考，最终的话费总额请以账单为准
序号	通话地	通话类型	对方号码	开始时间	通话时长	移动话费	长途话费
312	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-06 17:07:56	8	0.00	0.00
313	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-06 17:07:56	18	0.00	0.00
314	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-06 17:29:42	4	0.00	0.00
315	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-06 17:29:42	6	0.00	0.00
316	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-06 20:09:02	7	0.00	0.00
317	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-06 20:09:02	41	0.00	0.00
318	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-06 20:38:23	0	0.15	0.00
319	揭阳	普通短信发（短信呼叫）	15815144422	2013-08-06 20:39:00	0	0.15	0.00
320	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-07 00:09:02	35	0.00	0.00
321	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-07 00:09:02	45	0.00	0.00
322	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-07 11:11:21	38	0.00	0.00
323	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-07 17:09:22	29	0.00	0.00
324	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-07 17:09:22	33	0.00	0.00
325	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-07 19:37:53	1015	0.00	0.00
326	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-07 19:37:53	955	0.00	0.00
327	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-08 00:07:53	579	0.00	0.00
328	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-08 00:07:53	582	0.00	0.00
329	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-08 09:25:31	6	0.00	0.00
330	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-08 09:25:31	8	0.00	0.00
331	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-08 09:28:01	8	0.00	0.00
332	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-08 09:28:01	14	0.00	0.00
333	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-08 11:47:10	59	0.00	0.00
334	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-08 11:47:10	63	0.00	0.00
335	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-08 14:45:21	71	0.00	0.00
336	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-08 14:45:21	80	0.00	0.00
337	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-08 19:34:17	4	0.00	0.00
338	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-08 20:04:17	1	0.00	0.00
339	揭阳	普通短信发（短信呼叫）	15815144422	2013-08-08 21:08:30	0	0.15	0.00
340	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-08 21:09:15	0	0.15	0.00
341	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-08 21:10:16	15	0.00	0.00
342	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-08 21:10:16	7	0.00	0.00
343	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-08 21:43:22	0	0.15	0.00
344	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-08 21:43:30	0	0.15	0.00
345	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-08 21:43:36	0	0.15	0.00
346	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-08 21:44:15	0	0.15	0.00
347	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-08 21:44:26	0	0.15	0.00
348	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-08 22:04:06	0	0.15	0.00
349	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-08 22:11:37	0	0.15	0.00
350	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-09 00:40:16	52	0.00	0.00
351	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-09 01:40:16	59	0.00	0.00
352	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-09 09:12:23	6	0.00	0.00
353	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-09 09:12:23	8	0.00	0.00
354	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-09 09:18:00	1	0.00	0.00
355	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-09 12:37:17	12	0.00	0.00
356	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-09 12:37:17	16	0.00	0.00
357	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-09 14:10:22	116	0.00	0.00
358	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-09 14:10:22	266	0.00	0.00
359	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-09 17:27:00	95	0.00	0.00
360	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-09 17:27:00	37	0.00	0.00
361	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-09 18:11:32	10	0.00	0.00
362	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-09 18:11:32	16	0.00	0.00
363	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-09 19:30:48	188	0.00	0.00
364	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-09 19:30:48	371	0.00	0.00
365	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-10 00:00:48	452	0.00	0.00
366	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-10 00:00:48	461	0.00	0.00
367	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-10 09:31:39	11	0.00	0.00
368	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-10 09:31:39	13	0.00	0.00
369	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-10 10:56:09	46	0.00	0.00
370	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-10 10:56:09	19	0.00	0.00
371	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-10 13:05:37	113	0.00	0.00
372	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-10 13:05:37	121	0.00	0.00
373	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-10 19:24:19	2	0.00	0.00
374	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-10 20:08:00	10	0.00	0.00
375	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-10 20:08:00	15	0.00	0.00
376	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-10 20:09:22	30	0.00	0.00
377	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-10 20:09:22	63	0.00	0.00
378	揭阳	普通短信发（短信呼叫）	13592901522	2013-08-10 20:42:43	0	0.15	0.00
379	揭阳	普通短信发（短信呼叫）	15815144422	2013-08-10 20:43:06	0	0.15	0.00
380	揭阳	普通短信发（短信呼叫）	15815144422	2013-08-10 20:45:26	0	0.15	0.00
381	揭阳	普通短信发（短信呼叫）	15815144422	2013-08-10 21:10:53	0	0.15	0.00
382	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-10 21:15:19	0	0.15	0.00
383	揭阳	普通短信发（短信呼叫）	15815144422	2013-08-10 21:19:56	0	0.15	0.00
384	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-10 21:21:08	0	0.15	0.00
385	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-11 01:09:22	55	0.00	0.00
386	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-11 01:39:22	55	0.00	0.00
387	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-11 12:46:09	5	0.00	0.00
388	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-11 12:46:09	15	0.00	0.00
389	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-11 19:53:02	459	0.00	0.00
390	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-11 19:53:02	895	0.00	0.00
391	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-12 00:23:02	260	0.00	0.00
392	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-12 00:23:02	859	0.00	0.00
393	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-12 09:09:03	8	0.00	0.00
394	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-12 09:09:03	12	0.00	0.00
395	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-12 11:34:08	17	0.00	0.00
396	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-12 11:34:08	30	0.00	0.00
397	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-12 12:01:16	11	0.00	0.00
398	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-12 12:01:16	7	0.00	0.00
399	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-12 12:55:49	155	0.00	0.00
400	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-12 12:55:49	310	0.00	0.00
401	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-12 19:46:51	103	0.00	0.00
402	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-12 19:46:51	93	0.00	0.00
403	揭阳	普通短信发（短信呼叫）	8613058450086	2013-08-12 20:08:14	0	0.15	0.00
404	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-13 00:16:51	93	0.00	0.00
405	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-13 00:16:51	92	0.00	0.00
406	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-13 09:34:23	1	0.00	0.00
407	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-13 10:18:09	10	0.00	0.00
408	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-13 10:18:09	17	0.00	0.00
409	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-13 12:37:07	277	0.00	0.00
410	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-13 12:37:07	282	0.00	0.00
411	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-13 19:22:02	52	0.00	0.00
412	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-13 19:22:02	175	0.00	0.00
413	揭阳	普通短信发（短信呼叫）	13502688867	2013-08-13 20:05:10	0	0.15	0.00
414	揭阳	普通短信发（短信呼叫）	13502688867	2013-08-13 20:09:44	0	0.15	0.00
415	揭阳	普通短信发（短信呼叫）	13502688867	2013-08-13 20:16:08	0	0.15	0.00
416	揭阳	普通短信发（短信呼叫）	13502688867	2013-08-13 20:23:07	0	0.15	0.00
417	揭阳	普通短信发（短信呼叫）	13502688867	2013-08-13 20:37:51	0	0.15	0.00
418	揭阳	普通短信发（短信呼叫）	13502688867	2013-08-13 20:50:39	0	0.15	0.00
419	揭阳	普通短信发（短信呼叫）	13502688867	2013-08-13 21:05:30	0	0.15	0.00
420	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-13 21:06:39	0	0.15	0.00
421	揭阳	普通短信发（短信呼叫）	15815144422	2013-08-13 21:10:03	0	0.15	0.00
422	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-14 00:22:02	29	0.00	0.00
423	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-14 00:22:02	35	0.00	0.00
424	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-14 09:32:35	8	0.00	0.00
425	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-14 09:32:35	14	0.00	0.00
426	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-14 09:46:36	1	0.00	0.00
427	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-14 11:27:30	41	0.00	0.00
428	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-14 11:27:30	19	0.00	0.00
429	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-14 14:59:05	83	0.00	0.00
430	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-14 14:59:05	94	0.00	0.00
431	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-14 19:54:42	104	0.00	0.00
432	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-14 19:54:42	203	0.00	0.00
433	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-15 00:24:42	83	0.00	0.00
434	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-15 00:24:42	81	0.00	0.00
435	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-15 09:06:05	4	0.00	0.00
436	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-15 09:06:05	7	0.00	0.00
437	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-15 09:15:33	12	0.00	0.00
438	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-15 09:15:33	10	0.00	0.00
439	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-15 11:23:51	17	0.00	0.00
440	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-15 11:23:51	25	0.00	0.00
441	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-15 14:23:54	21	0.00	0.00
442	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-15 14:23:54	18	0.00	0.00
443	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-15 15:07:09	143	0.00	0.00
444	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-15 15:07:09	117	0.00	0.00
445	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-15 16:45:21	27	0.00	0.00
446	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-15 16:45:21	27	0.00	0.00
447	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-15 19:26:18	235	0.00	0.00
448	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-15 19:26:18	204	0.00	0.00
449	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-15 19:33:08	0	0.15	0.00
450	揭阳	普通短信发（短信呼叫）	15815144422	2013-08-15 19:33:34	0	0.15	0.00
451	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-15 20:23:29	569	0.00	0.00
452	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-15 20:23:29	1609	0.00	0.00
453	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-15 20:43:50	0	0.15	0.00
454	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-15 20:44:04	0	0.15	0.00
455	揭阳	普通短信发（短信呼叫）	15815144422	2013-08-15 20:44:23	0	0.15	0.00
456	揭阳	普通短信发（短信呼叫）	15815144422	2013-08-15 21:11:01	0	0.15	0.00
457	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-15 21:11:12	0	0.15	0.00
458	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-16 00:23:29	144	0.00	0.00
459	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-16 00:23:29	143	0.00	0.00
460	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-16 09:32:49	12	0.00	0.00
461	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-16 09:32:49	13	0.00	0.00
462	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-16 11:40:17	9	0.00	0.00
463	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-16 11:40:17	16	0.00	0.00
464	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-16 14:16:39	60	0.00	0.00
465	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-16 14:16:39	70	0.00	0.00
466	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-16 16:10:21	106	0.00	0.00
467	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-16 16:10:21	369	0.00	0.00
468	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-16 20:03:21	22	0.00	0.00
469	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-16 20:03:21	15	0.00	0.00
470	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-16 20:12:12	249	0.00	0.00
471	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-16 20:12:12	346	0.00	0.00
472	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-17 00:12:12	344	0.00	0.00
473	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-17 00:12:12	343	0.00	0.00
474	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-17 09:41:40	12	0.00	0.00
475	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-17 09:41:40	14	0.00	0.00
476	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-17 11:12:24	41	0.00	0.00
477	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-17 11:12:24	44	0.00	0.00
478	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-17 13:13:52	16	0.00	0.00
479	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-17 13:13:52	16	0.00	0.00
480	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-17 14:36:25	58	0.00	0.00
481	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-17 14:36:25	111	0.00	0.00
482	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-17 17:33:16	697	0.00	0.00
483	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-17 17:33:16	959	0.00	0.00
484	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-17 21:10:29	0	0.15	0.00
485	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-18 00:03:16	558	0.00	0.00
486	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-18 00:03:16	580	0.00	0.00
487	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-18 10:03:16	24	0.00	0.00
488	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-18 10:03:16	26	0.00	0.00
489	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-18 19:27:15	117	0.00	0.00
490	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-18 19:27:15	125	0.00	0.00
491	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-19 00:27:15	283	0.00	0.00
492	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-19 00:27:15	289	0.00	0.00
493	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-19 09:02:25	35	0.00	0.00
494	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-19 09:02:25	23	0.00	0.00
495	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-19 09:13:20	25	0.00	0.00
496	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-19 09:13:20	23	0.00	0.00
497	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-19 09:25:05	14	0.00	0.00
498	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-19 09:25:05	14	0.00	0.00
499	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-19 10:45:59	99	0.00	0.00
500	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-19 10:45:59	54	0.00	0.00
501	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-19 12:47:35	186	0.00	0.00
502	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-19 12:47:35	243	0.00	0.00
503	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-19 17:29:33	10	0.00	0.00
504	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-19 17:29:33	16	0.00	0.00
505	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-19 19:40:55	529	0.00	0.00
506	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-19 19:40:55	1190	0.00	0.00
507	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-20 00:10:55	170	0.00	0.00
508	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-20 00:10:55	1308	0.00	0.00
509	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-20 09:25:06	9	0.00	0.00
510	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-20 09:25:06	10	0.00	0.00
511	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-20 11:35:56	13	0.00	0.00
512	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-20 11:35:56	25	0.00	0.00
513	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-20 12:51:38	410	0.00	0.00
514	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-20 12:51:38	1243	0.00	0.00
515	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-20 19:46:25	255	0.00	0.00
516	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-20 19:46:25	294	0.00	0.00
517	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-20 21:11:16	162	0.00	0.00
518	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-20 21:11:16	290	0.00	0.00
519	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-20 21:12:30	0	0.15	0.00
520	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-21 00:11:16	142	0.00	0.00
521	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-21 00:11:16	139	0.00	0.00
522	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-21 09:44:16	15	0.00	0.00
523	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-21 09:44:16	15	0.00	0.00
524	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-21 11:04:15	20	0.00	0.00
525	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-21 11:04:15	22	0.00	0.00
526	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-21 12:47:34	359	0.00	0.00
527	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-21 12:47:34	308	0.00	0.00
528	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-21 20:08:17	116	0.00	0.00
529	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-21 20:08:17	117	0.00	0.00
530	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-22 00:08:17	127	0.00	0.00
531	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-22 00:08:17	130	0.00	0.00
532	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-22 09:25:34	11	0.00	0.00
533	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-22 09:25:34	12	0.00	0.00
534	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-22 10:32:38	7	0.00	0.00
535	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-22 10:32:38	15	0.00	0.00
536	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-22 11:24:22	189	0.00	0.00
537	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-22 11:24:22	186	0.00	0.00
538	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-22 12:47:58	80	0.00	0.00
539	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-22 12:47:58	104	0.00	0.00
540	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-22 16:08:49	43	0.00	0.00
541	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-22 16:08:49	40	0.00	0.00
542	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-22 19:09:40	41	0.00	0.00
543	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-22 19:09:40	426	0.00	0.00
544	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-22 19:45:34	1622	0.00	0.00
545	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-22 19:45:34	9091	0.00	0.00
546	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-22 21:18:37	0	0.15	0.00
547	揭阳	普通短信发（短信呼叫）	13695126262	2013-08-22 21:23:04	0	0.15	0.00
548	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-22 23:45:26	23	0.00	0.00
549	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-22 23:45:26	19	0.00	0.00
550	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-23 00:15:26	875	0.00	0.00
551	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-23 00:15:26	1021	0.00	0.00
552	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-23 03:40:01	271	0.00	0.00
553	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-23 03:40:01	269	0.00	0.00
554	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-23 09:36:27	22	0.00	0.00
555	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-23 09:36:27	211	0.00	0.00
556	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-23 11:19:09	28	0.00	0.00
557	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-23 11:19:09	32	0.00	0.00
558	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-23 12:44:56	204	0.00	0.00
559	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-23 12:44:56	194	0.00	0.00
560	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-23 15:50:45	12	0.00	0.00
561	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-23 15:50:45	51	0.00	0.00
562	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-23 17:08:19	18	0.00	0.00
563	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-23 17:08:19	28	0.00	0.00
564	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-23 20:06:20	558	0.00	0.00
565	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-23 20:06:20	2457	0.00	0.00
566	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-24 00:06:20	208	0.00	0.00
567	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-24 00:06:20	459	0.00	0.00
568	省内	GPRS下行(流量合计)	00000000001	2013-08-24 08:06:20	0	1.00	0.00
569	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-24 09:12:47	15	0.00	0.00
570	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-24 09:12:47	27	0.00	0.00
571	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-24 11:21:01	164	0.00	0.00
572	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-24 11:21:01	174	0.00	0.00
573	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-24 12:56:43	473	0.00	0.00
574	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-24 12:56:43	487	0.00	0.00
575	省内	GPRS下行(流量合计)	00000000001	2013-08-24 13:26:43	0	1.00	0.00
576	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-24 16:48:56	13	0.00	0.00
577	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-24 16:48:56	32	0.00	0.00
578	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-24 19:31:53	231	0.00	0.00
579	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-24 19:31:53	145	0.00	0.00
580	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-24 21:35:15	171	0.00	0.00
581	省内	GPRS下行(流量合计)	00000000001	2013-08-24 21:35:15	0	1.00	0.00
582	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-24 21:35:15	334	0.00	0.00
583	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-25 00:05:15	131	0.00	0.00
584	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-25 00:05:15	149	0.00	0.00
585	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-25 10:05:15	1	0.00	0.00
586	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-25 10:05:15	1	0.00	0.00
587	省内	移动上网(GPRS上行一般业务)	00000000001	2013-08-25 13:45:54	284	0.00	0.00
588	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-25 13:45:54	413	0.00	0.00
589	省内	GPRS下行(流量合计)	00000000001	2013-08-25 15:15:54	0	1.00	0.00
590	省内	移动上网(GPRS下行一般业务)	00000000001	2013-08-25 19:44:10	385	0.00	0.00
